time,biomass,nutrient,temperature,light,nutrient_rate,light_level,heater_power,DO
161.0,26.737935570501733,72.6310322147491,28.849785,100.0,0.5,100.0,200.0,0.3188182649393764
162.0,27.057313721917176,72.97134313904138,28.873692,100.0,0.5,100.0,200.0,0.3193781514154411
163.0,27.37718591659378,73.31140704170308,28.897598,100.0,0.5,100.0,200.0,0.31987219467660516
164.0,27.697486136616682,73.65125693169163,28.921505,100.0,0.5,100.0,200.0,0.32030022002289915
165.0,28.018147766883423,73.99092611655827,28.945412,100.0,0.5,100.0,200.0,0.3206616302667407
166.0,28.339103868027514,74.33044806598622,28.969318,100.0,0.5,100.0,200.0,0.3209561011440918
167.0,28.660287024841235,74.66985648757935,28.993225,100.0,0.5,100.0,200.0,0.3211831568137192
168.0,28.98162947958572,75.0091852602071,29.017132,100.0,0.5,100.0,200.0,0.32134245474448475
169.0,29.303063422468068,75.34846828876593,29.041039,100.0,0.5,100.0,200.0,0.3214339428823474
170.0,29.624520589723225,75.68773970513836,29.064945,100.0,0.5,100.0,200.0,0.3214571672551581
171.0,29.945932651845606,76.02703367407716,29.088852,100.0,0.5,100.0,200.0,0.3214120621223797
172.0,30.26723095237008,76.36638452381493,29.112759,100.0,0.5,100.0,200.0,0.3212983005244744
173.0,30.588346750164412,76.70582662491776,29.136665,100.0,0.5,100.0,200.0,0.32111579779433
174.0,30.90921136924357,77.04539431537819,29.160572,100.0,0.5,100.0,200.0,0.32086461907915853
175.0,31.229755848497906,77.38512207575103,29.184479,100.0,0.5,100.0,200.0,0.3205444792543338
176.0,31.549911429467176,77.72504428526639,29.208385,100.0,0.5,100.0,200.0,0.3201555809692719
177.0,31.869609200918177,78.0651953995409,29.232292,100.0,0.5,100.0,200.0,0.31969777145100164
178.0,32.18878037883721,78.40560981058138,29.256199,100.0,0.5,100.0,200.0,0.3191711779190334
179.0,32.507356406669054,78.74632179666546,29.280106,100.0,0.5,100.0,200.0,0.31857602783184363
180.0,32.825268638596725,79.08736568070162,29.304012,100.0,0.5,100.0,200.0,0.31791223192767093
181.0,33.142448822059926,79.42877558897003,29.327919,100.0,0.5,100.0,200.0,0.31718018346320265
182.0,33.45882877794758,79.7705856110262,29.351826,100.0,0.5,100.0,200.0,0.31637995588765416
183.0,33.77434054976032,80.11282972511984,29.375732,100.0,0.5,100.0,200.0,0.3155117718127357
184.0,34.088916617107344,80.45554169144633,29.39964,100.0,0.5,100.0,200.0,0.3145760673470287
185.0,34.40249000110612,80.79875499944694,29.423544,100.0,0.5,100.0,200.0,0.31357338399877865
186.0,34.71499375116629,81.14250312441686,29.447449,100.0,0.5,100.0,200.0,0.3125037500601662
187.0,35.026361446762856,81.48681927661858,29.471354,100.0,0.5,100.0,200.0,0.3113676955965664
188.0,35.33652694091129,81.83173652954436,29.495258,100.0,0.5,100.0,200.0,0.31016549414843375
189.0,35.64542469529542,82.17728765235229,29.519163,100.0,0.5,100.0,200.0,0.3088977543841238
190.0,35.952989517877306,82.52350524106134,29.543068,100.0,0.5,100.0,200.0,0.30756482258189055
191.0,36.25915680985728,82.87042159507136,29.566973,100.0,0.5,100.0,200.0,0.3061672919799726
192.0,36.5638625426815,83.21806872865926,29.590878,100.0,0.5,100.0,200.0,0.30470573282421426
193.0,36.867043357143395,83.5664783214283,29.614782,100.0,0.5,100.0,200.0,0.30318081446189754
194.0,37.16863641184355,83.91568179407822,29.638687,100.0,0.5,100.0,200.0,0.3015930547001543
195.0,37.46857960495087,84.26571019752457,29.662592,100.0,0.5,100.0,200.0,0.2999431931073157
196.0,37.76681148295247,84.61659425852376,29.686497,100.0,0.5,100.0,200.0,0.29823187800160456
197.0,38.063271272503584,84.96836436374821,29.710402,100.0,0.5,100.0,200.0,0.2964597895511122
198.0,38.35789910762186,85.32105044618906,29.734306,100.0,0.5,100.0,200.0,0.2946278351182792
199.0,38.65063570595928,85.67468214702035,29.758211,100.0,0.5,100.0,200.0,0.2927365983374177
200.0,38.94142265796704,86.02928867101647,29.782116,100.0,0.5,100.0,200.0,0.29078695200775856
201.0,39.23020232659602,86.38489883670198,29.80602,100.0,0.5,100.0,200.0,0.2887796686289845
202.0,39.516918076753754,86.74154096162312,29.829926,100.0,0.5,100.0,200.0,0.2867157501577349
203.0,39.80151403871052,87.09924298064473,29.85383,100.0,0.5,100.0,200.0,0.2845959619567713
204.0,40.083935234469934,87.45803238276503,29.877735,100.0,0.5,100.0,200.0,0.2824211957594138
205.0,40.36412767341303,87.81793616329348,29.90164,100.0,0.5,100.0,200.0,0.28019243894309565
206.0,40.642038208126436,88.17898089593677,29.925545,100.0,0.5,100.0,200.0,0.27791053471340454
207.0,40.91761476528857,88.5411926173557,29.94945,100.0,0.5,100.0,200.0,0.27557655716213564
208.0,41.190806303949195,88.90459684802539,29.973354,100.0,0.5,100.0,200.0,0.2731915386606284
209.0,41.46156262932652,89.26921868533672,29.99726,100.0,0.5,100.0,200.0,0.2707563253773252
210.0,41.72983462344829,89.63508268827584,30.021164,100.0,0.5,100.0,200.0,0.26827199412177183
211.0,41.99557419759765,90.00221290120116,30.045069,100.0,0.5,100.0,200.0,0.2657395741493558
212.0,42.258734564550004,90.37063271772499,30.068974,100.0,0.5,100.0,200.0,0.26316036695235223
213.0,42.519269579764,90.74036521011799,30.092878,100.0,0.5,100.0,200.0,0.2605350152139968
214.0,42.777134511070955,91.11143274446451,30.116783,100.0,0.5,100.0,200.0,0.25786493130695604
215.0,43.03228566472917,91.4838571676354,30.140688,100.0,0.5,100.0,200.0,0.25515115365821733
216.0,43.284680364323236,91.85765981783838,30.164593,100.0,0.5,100.0,200.0,0.25239469959406113
